event_id,road_occupancy_pct,pedestrian_count,vehicle_count,avg_vehicle_speed_kmph,signal_wait_time_s,time_of_day_hr,noise_level_db,ambient_temperature_c,camera_exposure_score,humidity_pct,label
EVT_01136,36.3,2,20,37.2,43,8.34,62.0,25.1,72.9,68.6,Free_Flow
EVT_01137,38.1,2,25,48.4,21,15.51,61.7,23.0,70.0,66.7,Free_Flow
EVT_01138,73.8,5,37,24.8,52,8.64,66.2,20.2,60.6,66.1,Heavy_Traffic
EVT_01139,50.5,7,29,35.6,29,21.75,63.9,22.4,12.4,55.3,Pedestrian_Event
EVT_01140,82.5,3,20,18.3,20,9.31,47.7,26.5,81.3,65.6,Heavy_Traffic
EVT_01141,27.6,0,7,51.3,20,22.73,43.9,24.8,19.0,82.4,Low_Activity
EVT_01142,50.9,9,49,13.1,11,7.13,61.6,21.8,41.1,67.8,Heavy_Traffic
EVT_01143,15.0,2,10,59.4,15,9.63,59.4,25.5,70.9,57.6,Low_Activity
EVT_01144,33.0,16,40,26.3,22,16.81,57.9,31.5,57.7,59.2,Free_Flow
EVT_01145,19.6,24,15,11.2,58,17.88,52.6,29.4,45.5,66.7,Pedestrian_Event
EVT_01146,72.5,24,35,25.7,54,8.24,61.1,24.4,51.8,67.1,Pedestrian_Event
EVT_01147,28.4,5,35,30.6,61,7.41,57.6,23.6,46.9,58.0,Heavy_Traffic
EVT_01148,43.5,10,35,5.5,48,4.21,61.8,23.0,9.0,74.5,Incident
EVT_01149,9.1,2,7,30.5,18,4.39,46.1,20.3,17.0,52.0,Low_Activity
EVT_01150,3.3,0,7,33.3,34,1.43,47.0,20.1,41.2,68.8,Low_Activity
EVT_01151,51.4,19,1,31.2,46,14.12,48.1,34.8,62.2,68.4,Pedestrian_Event
EVT_01152,11.7,1,4,34.5,12,23.43,53.0,19.9,25.4,74.1,Low_Activity
EVT_01153,15.4,1,4,68.5,0,4.46,54.5,22.2,14.5,57.8,Low_Activity
EVT_01154,14.1,1,5,24.4,24,23.76,40.0,15.3,30.3,69.8,Low_Activity
EVT_01155,9.7,6,25,32.2,35,6.64,54.4,26.5,21.3,66.8,Free_Flow
EVT_01156,26.8,4,21,49.0,34,11.5,62.5,26.6,80.0,67.7,Free_Flow
EVT_01157,30.9,4,29,55.4,0,9.54,59.5,25.2,63.7,61.5,Free_Flow
EVT_01158,2.1,1,6,46.0,0,3.12,45.0,20.8,32.2,57.8,Low_Activity
EVT_01159,39.7,32,18,42.2,38,12.97,57.8,32.6,63.7,47.6,Pedestrian_Event
EVT_01160,3.6,2,3,54.1,9,22.57,47.6,17.7,21.6,74.9,Low_Activity
EVT_01161,36.7,2,2,36.3,31,8.34,54.4,23.0,61.9,60.1,Free_Flow
EVT_01162,67.7,6,43,14.8,88,20.21,55.9,22.8,2.8,64.5,Heavy_Traffic
EVT_01163,37.4,8,24,44.4,22,18.29,60.1,27.5,30.8,80.6,Free_Flow
EVT_01164,23.2,1,14,36.4,23,5.55,49.6,26.6,15.6,49.0,Free_Flow
EVT_01165,3.2,4,3,71.1,1,23.93,41.6,25.7,23.0,61.5,Low_Activity
EVT_01166,77.0,7,15,11.2,72,9.06,50.5,31.4,62.1,71.0,Heavy_Traffic
EVT_01167,35.5,5,23,54.9,0,17.66,58.8,33.7,31.7,54.6,Free_Flow
EVT_01168,83.3,4,25,23.1,56,10.11,58.3,32.3,67.5,88.3,Heavy_Traffic
EVT_01169,15.9,2,12,63.5,16,19.9,53.0,29.6,0.0,59.7,Low_Activity
EVT_01170,12.0,1,6,46.9,19,23.65,55.0,24.1,21.4,63.3,Low_Activity
EVT_01171,43.7,16,45,21.2,7,8.48,59.7,26.2,58.9,84.0,Heavy_Traffic
EVT_01172,80.8,5,50,31.6,68,10.26,60.4,27.8,84.7,64.2,Heavy_Traffic
EVT_01173,20.7,5,15,49.2,16,19.07,54.7,31.2,28.5,68.7,Free_Flow
EVT_01174,55.2,4,25,60.5,32,16.65,65.4,35.6,65.8,59.1,Pedestrian_Event
EVT_01175,43.4,5,19,7.1,66,14.41,52.7,29.1,70.2,66.0,Free_Flow
EVT_01176,21.9,20,17,44.7,32,16.71,60.8,27.7,43.0,71.4,Free_Flow
EVT_01177,19.3,3,18,40.4,36,6.11,51.5,24.6,29.2,55.4,Free_Flow
EVT_01178,2.5,0,6,46.1,9,23.44,47.2,19.7,6.2,60.6,Low_Activity
EVT_01179,68.0,4,28,3.2,94,6.7,59.5,20.8,43.3,76.2,Heavy_Traffic
EVT_01180,35.9,2,25,44.2,29,23.13,54.5,17.8,26.1,57.3,Free_Flow
EVT_01181,3.7,1,10,13.1,8,3.94,50.4,24.3,21.4,74.0,Low_Activity
EVT_01182,42.8,18,14,62.2,22,12.86,56.6,28.6,93.3,61.1,Free_Flow
EVT_01183,32.4,11,13,56.8,15,9.56,50.6,30.6,66.3,68.0,Free_Flow
EVT_01184,19.4,0,2,41.3,14,20.6,44.4,24.4,21.2,63.6,Low_Activity
EVT_01185,12.3,1,12,45.5,18,23.2,46.5,18.9,12.6,64.2,Low_Activity
EVT_01186,37.4,2,11,46.8,10,5.45,47.1,24.7,31.6,63.6,Free_Flow
EVT_01187,37.7,8,32,27.1,0,14.37,59.8,32.5,75.1,57.6,Heavy_Traffic
EVT_01188,27.0,3,3,71.8,19,5.06,58.1,23.8,25.7,67.8,Low_Activity
EVT_01189,30.3,3,14,41.2,7,20.64,60.4,24.4,33.2,99.6,Free_Flow
EVT_01190,30.0,2,4,37.5,0,14.05,63.8,31.7,61.0,73.8,Low_Activity
EVT_01191,32.7,27,19,37.0,3,14.16,67.1,33.4,66.9,64.4,Pedestrian_Event
EVT_01192,31.9,9,2,51.3,17,11.18,57.1,24.3,74.3,74.0,Low_Activity
EVT_01193,38.1,8,27,25.6,17,8.47,62.8,29.0,87.7,74.3,Heavy_Traffic
EVT_01194,59.7,10,45,11.9,33,17.62,63.4,25.8,33.3,78.0,Heavy_Traffic
EVT_01195,17.9,1,5,23.3,14,20.67,47.7,29.8,36.8,54.0,Low_Activity
EVT_01196,84.9,6,26,12.9,31,17.67,68.7,35.4,27.8,55.4,Heavy_Traffic
EVT_01197,5.2,5,7,32.1,12,15.69,49.1,32.1,59.3,91.9,Low_Activity
EVT_01198,48.0,5,0,31.1,74,19.89,43.4,27.6,41.7,72.8,Incident
EVT_01199,33.1,2,10,46.7,28,13.25,45.1,34.4,81.2,59.9,Free_Flow
EVT_01200,27.6,2,54,14.2,51,20.95,51.8,27.7,15.5,63.4,Heavy_Traffic
EVT_01201,59.5,1,2,9.0,18,22.3,46.7,23.7,12.5,56.1,Incident
EVT_01202,32.9,1,13,37.7,12,22.38,49.6,21.2,12.3,80.9,Free_Flow
EVT_01203,29.4,6,0,11.4,32,8.97,51.1,25.7,60.6,61.2,Pedestrian_Event
EVT_01204,45.7,1,16,40.0,4,9.02,60.4,27.7,50.7,74.1,Free_Flow
EVT_01205,54.0,8,20,19.1,93,8.57,62.8,28.4,50.5,72.1,Heavy_Traffic
EVT_01206,41.6,6,30,11.0,49,6.67,49.4,23.1,35.7,76.1,Heavy_Traffic
EVT_01207,28.8,36,18,37.8,34,16.94,46.1,34.6,35.5,68.4,Pedestrian_Event
EVT_01208,15.1,1,2,70.5,0,1.37,54.0,24.5,23.1,64.0,Low_Activity
EVT_01209,23.1,1,3,41.2,10,6.03,35.0,19.2,44.6,65.3,Low_Activity
EVT_01210,54.3,5,16,13.8,7,1.42,47.8,17.3,13.7,73.9,Incident
EVT_01211,91.3,4,32,29.6,108,0.41,62.9,14.1,19.2,48.8,Incident
EVT_01212,45.1,5,6,26.0,40,20.12,54.4,30.2,9.6,68.8,Incident
EVT_01213,50.3,9,17,17.6,60,21.8,57.7,18.6,11.1,82.6,Pedestrian_Event
EVT_01214,46.4,20,13,19.6,29,14.32,48.5,29.4,82.3,57.9,Pedestrian_Event
EVT_01215,31.6,2,17,49.0,15,5.34,51.3,24.0,19.1,63.7,Free_Flow
EVT_01216,40.5,11,26,18.2,46,8.85,69.9,24.6,57.7,80.1,Heavy_Traffic
EVT_01217,30.9,3,12,35.7,29,12.86,58.8,28.2,83.9,78.9,Free_Flow
EVT_01218,93.0,4,30,13.1,69,8.94,59.4,29.0,61.7,85.0,Heavy_Traffic
EVT_01219,41.6,8,25,11.7,45,8.17,58.9,26.4,60.1,56.8,Incident
EVT_01220,40.1,5,23,39.3,0,19.66,57.6,27.5,12.1,51.7,Free_Flow
EVT_01221,58.3,9,38,14.4,106,18.37,57.0,28.9,33.7,73.4,Heavy_Traffic
EVT_01222,72.7,10,30,7.4,86,19.39,58.3,22.5,27.0,62.1,Heavy_Traffic
EVT_01223,39.6,7,24,13.2,66,16.77,56.8,29.9,67.9,57.3,Incident
EVT_01224,39.0,35,29,35.6,49,17.41,55.1,35.6,59.8,59.4,Pedestrian_Event
EVT_01225,40.1,6,24,58.1,9,17.84,59.5,33.1,19.5,68.4,Free_Flow
EVT_01226,20.7,3,9,27.5,28,13.05,53.9,26.7,60.1,58.3,Free_Flow
EVT_01227,15.7,0,3,60.3,8,20.88,42.4,28.3,20.9,59.9,Low_Activity
EVT_01228,67.5,10,26,18.8,71,10.57,48.7,33.6,99.3,56.7,Heavy_Traffic
EVT_01229,22.6,3,27,43.4,34,9.15,60.5,31.7,69.1,66.5,Free_Flow
EVT_01230,40.2,1,10,59.7,33,21.24,56.1,25.4,9.3,59.7,Free_Flow
EVT_01231,16.1,0,3,28.6,29,23.08,54.2,19.0,13.6,100.0,Low_Activity
EVT_01232,48.4,4,54,10.1,14,16.46,70.1,32.2,50.8,53.2,Heavy_Traffic
EVT_01233,44.9,5,47,30.5,62,10.25,61.9,25.1,64.7,59.8,Heavy_Traffic
EVT_01234,41.3,5,11,47.7,21,15.43,56.1,32.8,65.7,50.2,Free_Flow
EVT_01235,18.5,2,15,50.8,31,13.99,58.3,26.6,91.6,56.9,Free_Flow
EVT_01236,19.9,2,32,13.2,58,3.62,63.3,22.1,18.3,75.7,Incident
EVT_01237,39.5,3,26,28.2,29,21.69,52.6,24.4,2.2,73.9,Incident
EVT_01238,74.7,6,30,16.5,117,19.45,56.2,31.2,21.0,71.1,Heavy_Traffic
EVT_01239,27.3,4,26,40.9,17,11.76,56.6,30.1,83.8,73.0,Free_Flow
EVT_01240,44.5,26,15,20.3,42,9.25,54.4,26.8,64.2,55.6,Pedestrian_Event
EVT_01241,61.6,7,35,18.1,45,6.92,55.9,18.3,34.4,72.7,Heavy_Traffic
EVT_01242,27.7,12,23,34.2,21,7.01,61.9,30.7,46.5,59.0,Free_Flow
EVT_01243,63.9,3,32,7.1,40,21.09,51.8,25.2,4.8,74.7,Heavy_Traffic
EVT_01244,45.7,5,9,52.7,24,15.98,54.0,28.4,55.1,53.1,Free_Flow
EVT_01245,87.3,6,46,14.6,97,9.47,65.4,21.6,52.0,100.0,Heavy_Traffic
EVT_01246,47.7,8,42,32.8,24,16.95,64.5,30.1,38.9,77.2,Heavy_Traffic
EVT_01247,87.4,9,40,24.7,38,11.04,57.5,22.3,71.9,71.9,Heavy_Traffic
EVT_01248,44.8,20,24,15.0,2,10.95,54.5,28.7,88.9,58.3,Pedestrian_Event
EVT_01249,38.8,1,8,21.9,37,5.08,43.6,23.0,12.9,71.6,Free_Flow
EVT_01250,27.5,26,9,33.3,21,19.11,54.1,28.7,21.0,62.2,Pedestrian_Event
EVT_01251,25.4,9,32,43.4,45,15.91,55.2,35.5,60.7,50.8,Pedestrian_Event
EVT_01252,7.3,2,10,47.3,10,7.34,55.1,25.5,26.0,89.0,Low_Activity
EVT_01253,42.0,8,14,41.5,36,10.0,53.8,25.1,63.9,86.2,Free_Flow
EVT_01254,25.2,14,17,26.7,16,9.32,59.2,21.6,79.8,84.9,Pedestrian_Event
EVT_01255,41.1,8,52,15.8,74,17.73,62.9,30.3,37.0,54.7,Heavy_Traffic
EVT_01256,59.9,5,48,32.7,37,18.81,57.3,29.0,20.3,77.1,Heavy_Traffic
EVT_01257,12.4,0,5,37.1,7,23.77,49.2,21.6,9.7,59.8,Low_Activity
EVT_01258,30.4,4,28,45.7,74,21.69,58.7,24.7,18.3,74.1,Free_Flow
EVT_01259,50.2,6,11,41.2,20,12.23,52.4,31.4,70.6,71.4,Free_Flow
EVT_01260,28.6,12,19,39.3,15,7.25,62.6,25.7,62.4,63.5,Free_Flow
EVT_01261,43.2,3,17,53.9,6,18.42,57.9,32.2,43.8,62.4,Free_Flow
EVT_01262,31.6,18,30,28.1,67,15.6,57.9,34.5,56.3,61.4,Heavy_Traffic
EVT_01263,28.1,4,6,43.2,40,13.66,51.5,26.1,55.8,65.2,Free_Flow
EVT_01264,38.6,8,25,9.1,27,11.48,61.3,30.6,87.6,63.4,Incident
EVT_01265,49.7,15,20,30.4,59,17.53,63.9,28.3,50.0,48.3,Pedestrian_Event
EVT_01266,13.6,2,3,60.7,6,1.65,42.1,19.2,21.5,62.3,Low_Activity
EVT_01267,13.7,3,6,29.7,17,3.71,47.9,19.4,6.9,65.0,Low_Activity
EVT_01268,35.8,48,16,26.5,31,11.66,59.8,33.9,76.7,66.9,Pedestrian_Event
EVT_01269,16.6,0,8,34.3,7,1.11,51.5,15.4,16.7,71.1,Low_Activity
EVT_01270,29.7,11,10,21.2,33,5.75,55.4,22.2,1.0,57.1,Free_Flow
EVT_01271,20.0,22,36,15.6,12,12.87,57.3,33.8,93.5,64.7,Pedestrian_Event
EVT_01272,34.6,3,23,38.9,10,20.9,64.7,22.1,20.0,74.1,Free_Flow
EVT_01273,13.7,6,9,59.0,7,13.81,48.7,33.8,76.5,49.8,Free_Flow
EVT_01274,49.0,1,32,26.6,35,15.54,55.9,35.5,63.5,50.9,Pedestrian_Event
EVT_01275,57.4,3,25,5.7,63,7.36,51.0,24.0,32.4,53.2,Heavy_Traffic
EVT_01276,29.1,5,20,43.9,52,20.02,60.5,31.0,1.5,90.2,Free_Flow
EVT_01277,19.8,2,16,37.2,23,6.35,59.2,19.4,16.9,77.2,Free_Flow
EVT_01278,53.5,6,11,42.7,31,13.06,57.2,34.5,60.7,60.3,Free_Flow
EVT_01279,31.9,4,7,38.9,11,15.69,51.4,37.9,69.3,57.2,Free_Flow
EVT_01280,60.3,21,14,11.2,48,10.63,44.0,27.6,81.3,53.1,Pedestrian_Event
EVT_01281,39.3,3,19,58.7,7,17.7,48.0,26.2,32.9,54.6,Free_Flow
EVT_01282,37.3,11,13,49.5,25,7.34,55.6,26.7,67.5,63.8,Free_Flow
EVT_01283,42.2,9,26,10.5,82,10.6,67.3,24.8,75.1,87.6,Incident
EVT_01284,61.0,30,28,34.9,30,12.8,62.6,31.9,71.9,59.8,Pedestrian_Event
EVT_01285,39.7,1,5,13.7,45,1.63,50.8,16.8,31.4,63.9,Incident
EVT_01286,67.2,3,34,7.3,79,18.22,54.9,29.9,37.0,46.3,Heavy_Traffic
EVT_01287,15.9,1,3,42.1,27,15.87,54.9,38.2,62.8,49.4,Low_Activity
EVT_01288,37.1,6,12,51.4,24,12.56,46.5,29.0,86.4,63.1,Free_Flow
EVT_01289,56.4,15,17,3.8,59,9.65,58.2,28.7,64.5,68.2,Pedestrian_Event
EVT_01290,61.3,1,20,37.0,37,14.18,51.6,26.3,75.3,68.5,Low_Activity
EVT_01291,7.9,1,6,30.6,12,21.67,51.4,22.4,33.5,56.3,Free_Flow
EVT_01292,75.2,8,39,18.4,32,14.31,61.4,31.6,75.9,50.4,Heavy_Traffic
EVT_01293,64.5,14,39,5.9,28,10.68,66.4,23.4,81.1,72.5,Heavy_Traffic
EVT_01294,31.0,1,4,48.9,10,11.49,56.8,36.3,76.0,85.4,Low_Activity
EVT_01295,50.1,3,45,10.4,80,13.65,65.4,30.2,82.7,46.6,Heavy_Traffic
EVT_01296,15.7,2,22,8.1,5,4.62,51.6,19.2,35.5,68.1,Low_Activity
EVT_01297,31.1,0,10,42.8,8,17.9,67.8,26.3,49.2,96.4,Free_Flow
EVT_01298,37.3,8,44,16.1,107,18.54,60.8,32.1,14.6,69.6,Heavy_Traffic
EVT_01299,52.5,2,0,19.9,64,4.41,45.8,21.0,21.5,68.9,Incident
EVT_01300,46.7,13,30,18.0,42,19.12,60.5,39.0,22.6,45.0,Free_Flow
EVT_01301,6.7,0,5,52.5,35,3.07,53.3,24.4,12.2,67.2,Free_Flow
EVT_01302,61.8,5,38,34.1,69,19.1,56.6,36.1,26.4,61.4,Heavy_Traffic
EVT_01303,28.2,8,39,13.8,51,14.53,56.0,37.3,67.3,63.3,Incident
EVT_01304,11.6,1,8,30.4,17,14.22,57.9,32.2,64.7,59.9,Low_Activity
EVT_01305,27.4,8,29,43.4,30,11.33,64.1,30.2,67.1,57.1,Free_Flow
EVT_01306,0.0,0,4,35.2,14,11.71,53.5,24.8,77.3,76.9,Free_Flow
EVT_01307,11.2,1,5,50.8,0,23.17,49.2,29.3,15.8,46.7,Low_Activity
EVT_01308,15.1,5,25,39.5,8,6.38,62.1,23.1,25.5,73.1,Free_Flow
EVT_01309,64.9,19,23,20.5,84,17.86,57.3,33.1,28.8,59.5,Heavy_Traffic
EVT_01310,21.0,19,10,48.0,40,17.71,51.4,30.5,23.4,49.1,Free_Flow
EVT_01311,25.6,3,25,37.9,19,22.76,51.7,25.9,5.5,83.1,Free_Flow
EVT_01312,63.5,26,31,28.1,31,13.53,55.1,33.1,81.0,47.5,Pedestrian_Event
EVT_01313,2.1,1,4,59.2,0,3.23,53.3,21.2,14.2,64.9,Low_Activity
EVT_01314,34.9,2,35,17.4,94,3.34,56.3,15.6,22.0,59.2,Incident
EVT_01315,34.1,5,26,43.9,27,12.82,62.5,34.4,71.1,67.8,Free_Flow
EVT_01316,13.2,1,6,34.2,6,23.35,50.8,20.3,0.0,70.4,Low_Activity
EVT_01317,45.8,2,28,10.7,57,23.09,55.5,30.2,28.4,68.3,Incident
EVT_01318,59.1,13,9,28.8,8,19.59,54.2,31.3,28.0,48.8,Pedestrian_Event
EVT_01319,21.7,15,14,46.6,15,14.26,61.3,35.2,81.1,78.3,Free_Flow
EVT_01320,14.0,0,4,50.3,18,22.89,54.7,21.4,11.8,59.0,Low_Activity
EVT_01321,69.3,7,30,17.2,10,8.22,51.5,29.8,40.5,62.2,Heavy_Traffic
EVT_01322,7.2,3,12,34.9,35,6.48,68.0,19.7,33.8,100.0,Free_Flow
EVT_01323,2.9,2,14,28.0,27,0.16,56.6,31.8,33.7,62.3,Low_Activity
EVT_01324,18.4,9,12,33.9,22,11.94,52.7,32.7,93.8,65.6,Free_Flow
EVT_01325,85.4,6,31,25.2,48,8.33,67.9,18.7,50.7,69.1,Heavy_Traffic
EVT_01326,44.0,5,12,9.0,50,4.95,47.5,20.4,17.4,62.6,Pedestrian_Event
EVT_01327,37.4,18,18,34.4,50,14.88,52.7,28.1,82.3,69.4,Pedestrian_Event
EVT_01328,68.3,7,9,43.1,39,6.5,50.5,24.0,25.6,50.7,Pedestrian_Event
EVT_01329,23.8,5,23,33.2,28,13.02,61.7,33.0,75.4,53.7,Free_Flow
EVT_01330,33.2,4,20,33.8,12,7.94,54.0,25.6,71.4,72.7,Free_Flow
EVT_01331,14.7,1,5,39.1,19,23.0,45.0,22.8,16.3,69.3,Low_Activity
EVT_01332,26.7,14,18,37.6,40,20.08,56.9,29.6,12.5,54.4,Pedestrian_Event
EVT_01333,16.5,7,19,37.0,29,10.37,63.6,22.7,93.3,87.8,Free_Flow
EVT_01334,22.9,5,24,57.4,23,6.75,57.3,25.8,53.0,74.3,Free_Flow
EVT_01335,63.0,9,21,27.7,88,10.32,63.7,24.6,72.4,62.6,Incident
EVT_01336,12.5,0,8,36.4,20,2.68,49.1,14.7,28.8,54.7,Low_Activity
EVT_01337,50.7,4,15,55.6,9,16.24,63.8,24.3,74.0,73.3,Free_Flow
EVT_01338,60.4,42,23,33.0,46,16.81,54.6,27.6,44.8,65.2,Pedestrian_Event
EVT_01339,46.5,5,0,34.8,60,5.51,42.6,28.9,11.3,48.7,Pedestrian_Event
EVT_01340,38.6,1,12,64.6,21,20.62,59.0,23.6,23.0,95.6,Free_Flow
EVT_01341,67.3,7,43,13.7,70,18.4,66.9,24.4,10.7,56.2,Heavy_Traffic
EVT_01342,17.6,6,18,34.0,29,15.01,65.3,32.9,69.2,64.5,Free_Flow
EVT_01343,30.4,10,25,40.2,25,19.34,57.3,27.5,21.1,61.7,Free_Flow
EVT_01344,14.8,4,28,12.3,24,3.75,47.3,16.4,22.9,75.3,Incident
EVT_01345,13.9,8,3,35.5,0,11.51,48.8,30.6,93.1,53.6,Low_Activity
EVT_01346,81.8,4,37,17.1,111,11.49,64.4,31.1,75.3,63.1,Incident
EVT_01347,24.6,0,2,41.6,18,22.96,42.8,23.6,42.9,68.9,Low_Activity
EVT_01348,19.7,1,4,55.7,33,1.79,52.6,25.3,22.5,56.9,Low_Activity
EVT_01349,30.8,6,12,38.3,24,5.06,59.8,16.9,27.3,83.4,Free_Flow
EVT_01350,54.6,29,14,26.9,37,7.99,58.2,23.4,47.1,63.4,Pedestrian_Event
EVT_01351,41.8,25,32,16.3,22,12.89,62.2,40.4,88.5,59.5,Pedestrian_Event
EVT_01352,47.7,3,37,9.7,15,16.82,59.6,33.2,55.2,63.9,Incident
EVT_01353,17.0,0,5,60.8,0,4.88,55.5,25.1,13.1,75.7,Low_Activity
EVT_01354,29.6,6,6,31.6,67,17.41,47.8,28.6,33.5,59.1,Pedestrian_Event
EVT_01355,21.6,1,4,62.5,23,21.19,49.8,24.8,41.6,61.0,Low_Activity
EVT_01356,12.4,1,2,37.4,0,14.34,47.0,31.1,64.1,60.0,Low_Activity
EVT_01357,41.3,4,29,15.5,16,19.35,50.4,29.3,40.4,56.1,Incident
EVT_01358,63.6,4,35,20.2,23,5.63,56.7,23.3,41.6,65.6,Incident
EVT_01359,0.0,1,12,63.1,10,5.41,45.2,29.0,13.0,56.7,Low_Activity
EVT_01360,88.1,8,51,6.8,59,14.85,79.7,27.3,58.5,86.8,Heavy_Traffic
EVT_01361,63.1,21,33,16.1,94,9.62,63.7,23.2,62.3,65.9,Heavy_Traffic
EVT_01362,69.3,5,27,26.5,59,15.86,64.9,34.7,60.6,93.1,Incident
EVT_01363,34.3,9,14,46.7,22,12.22,51.6,32.8,83.1,70.9,Free_Flow
EVT_01364,30.1,18,2,45.2,19,15.7,56.2,29.9,44.6,60.7,Free_Flow
EVT_01365,22.9,1,4,47.3,4,22.64,47.5,24.1,33.9,71.0,Low_Activity
EVT_01366,8.3,5,18,26.4,44,11.01,50.4,30.7,76.3,62.5,Free_Flow
EVT_01367,59.6,7,37,19.4,54,13.95,66.1,26.3,69.4,95.2,Heavy_Traffic
EVT_01368,31.3,8,10,31.6,12,13.16,52.1,28.3,76.0,64.3,Free_Flow
EVT_01369,2.4,3,8,27.8,28,15.93,58.5,25.2,61.6,75.9,Low_Activity
EVT_01370,51.8,13,25,18.5,26,19.32,53.9,31.5,31.4,48.8,Incident
EVT_01371,37.9,5,9,34.8,72,12.44,51.5,31.1,86.8,41.9,Free_Flow
EVT_01372,46.6,8,53,16.1,82,19.88,62.3,21.3,18.0,60.1,Heavy_Traffic
EVT_01373,68.7,10,12,25.8,29,16.79,53.5,23.9,61.7,66.2,Incident
EVT_01374,25.9,4,32,54.4,2,18.61,55.9,30.4,38.4,66.7,Free_Flow
EVT_01375,59.3,5,45,3.7,66,9.72,71.7,21.6,82.1,77.6,Heavy_Traffic
EVT_01376,45.6,13,32,29.7,0,13.1,49.7,31.5,74.0,73.8,Pedestrian_Event
EVT_01377,42.4,3,24,11.6,20,6.08,53.2,19.3,29.2,75.2,Incident
EVT_01378,33.3,23,14,17.1,46,13.94,49.2,31.4,93.4,52.5,Pedestrian_Event
EVT_01379,86.9,14,37,5.1,102,9.57,66.0,25.8,70.1,59.1,Heavy_Traffic
EVT_01380,76.2,17,43,1.2,73,18.74,62.3,33.4,33.1,56.3,Heavy_Traffic
EVT_01381,12.9,0,3,45.6,6,13.33,45.7,23.7,70.1,75.2,Low_Activity
EVT_01382,59.7,6,29,9.5,116,8.34,62.7,23.0,39.7,53.3,Heavy_Traffic
EVT_01383,31.3,22,22,49.2,0,12.59,62.0,22.2,78.5,76.2,Free_Flow
EVT_01384,61.5,4,42,10.4,54,21.55,57.9,22.0,36.1,76.2,Heavy_Traffic
EVT_01385,13.8,2,3,17.0,12,14.09,51.1,33.0,86.2,75.8,Low_Activity
EVT_01386,59.5,10,29,18.6,48,11.48,60.0,25.9,77.6,62.6,Heavy_Traffic
EVT_01387,9.8,7,16,56.1,18,11.51,56.9,35.0,70.7,60.3,Free_Flow
EVT_01388,52.2,19,0,24.2,17,18.99,46.0,31.4,27.1,58.6,Pedestrian_Event
EVT_01389,73.0,8,46,11.0,106,8.44,64.4,24.7,70.5,57.2,Free_Flow
EVT_01390,49.5,32,32,25.4,31,19.26,67.8,27.5,16.6,71.9,Pedestrian_Event
EVT_01391,49.7,27,18,7.1,87,7.67,47.8,24.7,61.2,66.8,Pedestrian_Event
EVT_01392,29.5,3,18,71.2,8,16.73,54.7,30.2,45.7,61.8,Heavy_Traffic
EVT_01393,53.7,3,21,13.8,64,6.05,50.0,22.8,27.0,54.7,Incident
EVT_01394,69.4,5,39,6.5,21,17.69,60.4,28.2,47.1,60.8,Heavy_Traffic
EVT_01395,49.0,20,28,35.2,53,16.26,61.1,30.3,60.3,89.4,Heavy_Traffic
EVT_01396,0.0,1,3,45.0,30,0.78,54.2,15.5,6.0,64.9,Low_Activity
EVT_01397,5.6,0,4,56.8,14,1.1,42.6,24.0,7.5,59.7,Free_Flow
EVT_01398,78.2,6,43,10.8,83,7.89,59.3,22.1,39.9,77.1,Heavy_Traffic
EVT_01399,13.8,6,4,46.9,20,22.89,42.3,27.9,12.0,74.2,Free_Flow
EVT_01400,13.4,1,5,47.2,25,23.69,50.6,19.5,23.9,64.2,Low_Activity
EVT_01401,11.4,2,1,53.9,14,23.85,46.7,24.1,35.9,60.5,Low_Activity
EVT_01402,62.6,6,27,21.7,41,9.68,52.4,24.9,74.9,61.4,Heavy_Traffic
EVT_01403,51.7,10,9,15.4,29,21.49,47.5,23.4,20.2,62.7,Pedestrian_Event
EVT_01404,13.8,18,12,60.9,12,7.21,53.9,31.4,52.2,54.8,Free_Flow
EVT_01405,16.0,5,15,44.1,26,14.18,48.6,34.2,70.1,51.2,Low_Activity
EVT_01406,21.6,12,8,25.7,46,9.08,55.8,21.2,65.8,62.0,Pedestrian_Event
EVT_01407,43.7,14,18,53.5,38,12.74,61.1,25.0,82.5,59.0,Free_Flow
EVT_01408,13.2,1,8,67.7,0,0.1,60.6,21.8,23.7,59.5,Free_Flow
EVT_01409,76.6,7,60,27.0,17,18.4,65.3,31.8,23.2,51.3,Heavy_Traffic
EVT_01410,32.4,6,10,39.9,14,19.98,57.6,26.9,18.7,61.8,Free_Flow
EVT_01411,43.5,20,3,54.3,14,14.72,59.2,27.9,63.3,69.9,Free_Flow
EVT_01412,38.0,20,22,0.0,19,16.77,68.3,31.6,56.5,83.8,Pedestrian_Event
EVT_01413,94.9,3,40,16.5,6,8.77,55.9,27.2,57.6,67.8,Heavy_Traffic
EVT_01414,17.3,1,14,34.3,0,4.91,60.6,24.7,34.8,68.9,Low_Activity
EVT_01415,6.4,0,6,22.0,3,2.26,46.5,19.1,31.2,57.6,Low_Activity
EVT_01416,42.1,30,28,33.2,5,16.49,60.3,34.6,42.3,48.3,Pedestrian_Event
EVT_01417,43.6,5,56,7.1,92,18.67,63.5,30.2,30.4,72.0,Heavy_Traffic
EVT_01418,58.2,6,23,19.2,0,16.87,53.9,25.3,48.8,80.2,Heavy_Traffic
EVT_01419,19.5,8,34,33.7,76,14.09,68.4,33.6,80.1,67.4,Incident
